STATUS|SM_RECORD|CO_ITEM|LOC|SHIPDATE|SCHEDSHIPDATE|SCHEDARRIVDATE|CO_ORDERID|CO_QTY|U_SALES_DOCUMENT|U_SHIP_CONDITION|U_DMDGROUP_CODE|VL_ORDERID|LOADID|VLL_DEST|VLL_SOURCE|VLL_QTY|VLL_ITEM|ASSIGNED_PLANT|U_OVERALLSTS|P1|FIRMSW|SM417_RECNUM|SM417_EFF|SOURCING|MINLEADTIME|DUR
2|129507|4055RUPLUS|4000130398|2016-02-24|2016-02-24|2016-02-24|3019568765000070|570|Z1AA|Z2|ISS|3019568765000070|3657102179000010|4000130398|USHD|570|4055RUPLUS|USHD|A|0|0|129726|24-FEB-16|ISS9DEL|0|1440
5|96683|4001AI|4000130449|2016-02-25|2016-02-25|2016-02-25|3129252002000010|540|Z1BA|Z2|COL|3129252002000010|3750372650000010|UT32|4000130449|540|4001AI|UT32|A|0|0|96835|25-FEB-16|COL9DEL|0|1440
2|129688|4055RUPLUS|4000131279|2016-02-24|2016-02-24|2016-02-24|3019575354000010|570|Z1AA|Z2|ISS|3019575354000010|3657102158000010|4000131279|USK5|570|4055RUPLUS|USK5|A|0|0|129907|24-FEB-16|ISS9DEL|0|1440
2|129752|4055RUPLUS|4000131339|2016-02-24|2016-02-24|2016-02-24|3019574074000003|570|Z1AA|Z2|ISS|3019574074000003|3657063708000010|4000131339|USIR|570|4055RUPLUS|USIR|A|0|0|129971|24-FEB-16|ISS9DEL|0|1440
2|129862|4055RUPLUS|4000131684|2016-02-24|2016-02-24|2016-02-24|3019569188000020|570|Z1AA|Z2|ISS|3019569188000020|3657102279000010|4000131684|USG8|570|4055RUPLUS|USG8|A|0|0|130081|24-FEB-16|ISS9DEL|0|1440
2|118275|4055RUCUST|4000131782|2016-02-24|2016-02-23|2016-02-24|3019569095000260|570|Z1AA|Z2|ISS|3019569095000260|3657071338000010|4000131782|UT3C|570|4055RUNEW|UT3C|A|0|0|118472|24-FEB-16|XMATCH|0|1440
2|118277|4055RUCUST|4000131782|2016-02-26|2016-02-25|2016-02-26|3019569095000280|570|Z1AA|Z2|ISS|3019569095000280|3657071349000010|4000131782|UT3C|570|4055RUCUST|UT3C|A|0|0|118474|25-FEB-16|ISS9DEL|1440|1440
2|130270|4055RUPLUS|4000133661|2016-02-23|2016-02-23|2016-02-23|3019595055000010|570|Z1AA|Z2|ISS|3019595055000010|3657089560000010|4000133661|USGL|570|4055RUPLUS|USGL|A|0|0|130489|23-FEB-16|ISS9DEL|0|1440
5|26782|4001AI|4000133784|2016-02-23|2016-02-23|2016-02-23|3129239936000010|134|Z1BA|Z2|COL|3129239936000010|3750358981000010|USFK|4000133784|134|4001AI|USFK|A|0|0|26808|23-FEB-16|COL9DEL|0|1440
2|130315|4055RUPLUS|4000133982|2016-02-24|2016-02-24|2016-02-24|3019583849000010|570|Z1AA|Z2|ISS|3019583849000010|3657095837000010|4000133982|USQ4|570|4055RUPLUS|USQ4|A|0|0|130534|24-FEB-16|ISS9DEL|0|1440
2|130363|4055RUPLUS|4000134357|2016-02-23|2016-02-23|2016-02-23|3019569985000010|570|Z1AA|Z2|ISS|3019569985000010|3657095166000010|4000134357|USGA|570|4055RUPLUS|USGA|A|0|0|130582|23-FEB-16|ISS9DEL|0|1440
2|130444|4055RUPLUS|4000139221|2016-02-25|2016-02-25|2016-02-25|3019601117000010|570|Z1AA|Z2|ISS|3019601117000010|3657106605000010|4000139221|USNY|570|4055RUPLUS|USNY|A|0|0|130663|25-FEB-16|ISS9DEL|0|1440
2|130468|4055RUPLUS|4000139352|2016-02-26|2016-02-26|2016-02-26|3019568600000010|470|Z1AA|Z1|CPU|3019568600000010|3657054466000010|4000139352|USMX|470|4055RUPLUS|USMX|A|0|0|130687|26-FEB-16|ISS9DEL|0|1440
2|130474|4055RUPLUS|4000139354|2016-02-23|2016-02-23|2016-02-23|3019568706000470|570|Z1AA|Z1|CPU|3019568706000470|3657058877000010|4000139354|UT43|570|4055RUPLUS|UT43|A|0|0|130693|23-FEB-16|ISS9DEL|0|1440
2|128857|4055RUPLUS|4000124461|2016-02-25|2016-02-25|2016-02-25|3019569053000040|570|Z1AA|Z1|CPU|3019569053000040|3657058896000010|4000124461|USPX|570|4055RUPLUS|USPX|A|0|0|129075|25-FEB-16|ISS9DEL|0|1440
2|128892|4055RUPLUS|4000124519|2016-02-24|2016-02-24|2016-02-24|3019593476000010|570|Z1AA|Z1|CPU|3019593476000010|3657087132000010|4000124519|USYA|570|4055RUPLUS|USYA|A|0|0|129110|24-FEB-16|ISS9DEL|0|1440
2|128904|4055RUPLUS|4000124534|2016-02-23|2016-02-23|2016-02-23|3019568860000300|570|Z1AA|Z1|CPU|3019568860000300|3657058996000010|4000124534|US8X|570|4055RUPLUS|US8X|A|0|0|129122|23-FEB-16|ISS9DEL|0|1440
2|128906|4055RUPLUS|4000124534|2016-02-25|2016-02-25|2016-02-25|3019568860000880|570|Z1AA|Z1|CPU|3019568860000880|3657059138000010|4000124534|US8X|570|4055RUPLUS|US8X|A|0|0|129124|25-FEB-16|ISS9DEL|0|1440
2|128907|4055RUPLUS|4000124534|2016-02-26|2016-02-26|2016-02-26|3019568860000440|570|Z1AA|Z1|CPU|3019568860000440|3657059165000010|4000124534|US8X|570|4055RUPLUS|US8X|A|0|0|129125|26-FEB-16|ISS9DEL|0|1440
2|128907|4055RUPLUS|4000124534|2016-02-26|2016-02-26|2016-02-26|3019568860000450|570|Z1AA|Z1|CPU|3019568860000450|3657059170000010|4000124534|US8X|570|4055RUPLUS|US8X|A|0|0|129125|26-FEB-16|ISS9DEL|0|1440
5|39534|4001AI|4000124534|2016-02-26|2016-02-26|2016-02-26|3129203798000020|450|Z1BA|Z2|COL|3129203798000020|3750356491000010|USIK|4000124534|450|4001AI|USIK|A|0|0|39606|26-FEB-16|COL9DEL|0|1440
2|128927|4055RUPLUS|4000124570|2016-02-24|2016-02-24|2016-02-24|3019524423000010|570|Z1AA|Z1|CPU|3019524423000010|3656999702000010|4000124570|USYA|570|4055RUPLUS|USYA|A|0|0|129145|24-FEB-16|ISS9DEL|0|1440
2|128962|4055RUPLUS|4000124634|2016-02-25|2016-02-25|2016-02-25|3019568866000070|570|Z1AA|Z2|ISS|3019568866000070|3657072831000010|4000124634|USX1|570|4055RUPLUS|USX1|A|0|0|129180|25-FEB-16|ISS9DEL|0|1440
2|128984|4055RUPLUS|4000124653|2016-02-24|2016-02-24|2016-02-24|3019569497000160|570|Z1AA|Z1|CPU|3019569497000160|3657059207000010|4000124653|USLN|570|4055RUPLUS|USLN|A|0|0|129202|24-FEB-16|ISS9DEL|0|1440
2|128985|4055RUPLUS|4000124653|2016-02-25|2016-02-25|2016-02-25|3019569497000170|570|Z1AA|Z1|CPU|3019569497000170|3657059225000010|4000124653|USLN|570|4055RUPLUS|USLN|A|0|0|129203|25-FEB-16|ISS9DEL|0|1440
5|103364|4001AI|4000124834|2016-02-23|2016-02-23|2016-02-23|3129202857000210|450|Z1BA|Z2|COL|3129202857000210|3750313431000010|UT3F|4000124834|450|4001AI|UT3F|A|0|0|103524|23-FEB-16|COL9DEL|0|1440
5|103364|4001AI|4000124834|2016-02-23|2016-02-23|2016-02-23|3129202857000270|450|Z1BA|Z2|COL|3129202857000270|3750313496000010|UT3F|4000124834|450|4001AI|UT3F|A|0|0|103524|23-FEB-16|COL9DEL|0|1440
2|129204|4055RUPLUS|4000129245|2016-02-23|2016-02-23|2016-02-23|3019568484000260|570|Z1AA|Z2|ISS|3019568484000260|3657090114000010|4000129245|USYH|570|4055RUPLUS|USYH|A|0|0|129422|23-FEB-16|ISS9DEL|0|1440
5|4159|4001AI|4000129325|2016-02-23|2016-02-23|2016-02-23|3129239333000010|1|Z1BA|Z2|COL|3129239333000010|3750357920000010|US8R|4000129325|1|4001AI|US8R|A|0|0|4166|23-FEB-16|COL9DEL|0|1440
2|129325|4055RUPLUS|4000129787|2016-02-23|2016-02-23|2016-02-23|3019569479000170|570|Z1AA|Z2|ISS|3019569479000170|3657082640000010|4000129787|USIK|570|4055RUPLUS|USIK|A|0|0|129544|23-FEB-16|ISS9DEL|0|1440
0|0|4055RUPLUSPS|4000143260|2016-02-29|2016-02-28|2016-02-29|3019497223000007|570|Z1AA|Z2|ISS|3019497223000007|3657062022000010|4000143260|UT31|570|4055RUPLUSPS||A|0|0|0||UNMET|0|0
0|0|4055RUPLUSPS|4000143260|2016-02-29|2016-02-28|2016-02-29|3019497223000008|570|Z1AA|Z2|ISS|3019497223000008|3657062023000010|4000143260|UT31|570|4055RUPLUSPS||A|0|0|0||UNMET|0|0
5|78873|4001AI|4000143884|2016-02-24|2016-02-24|2016-02-24|3129203089000030|450|Z1BA|Z2|COL|3129203089000030|3750329686000010|USYP|4000143884|450|4001AI|USYP|A|0|0|78985|24-FEB-16|COL9DEL|0|1440
2|130972|4055RUPLUS|4000143885|2016-02-27|2016-02-27|2016-02-27|3019601457000009|570|Z1AA|Z1|CPU|3019601457000009|3657097941000010|4000143885|USZP|570|4055RUPLUS|USZP|A|0|0|131193|27-FEB-16|ISS9DEL|0|1440
2|131001|4055RUPLUS|4000144109|2016-02-24|2016-02-24|2016-02-24|3019601487000010|570|Z1AA|Z2|ISS|3019601487000010|3657102178000010|4000144109|UT45|570|4055RUPLUS|UT45|A|0|0|131222|24-FEB-16|ISS9DEL|0|1440
5|7812|4001AI|4000144787|2016-02-25|2016-02-25|2016-02-25|3129203833000002|450|Z1BA|Z2|COL|3129203833000002|3750340647000010|US8X|4000144787|450|4001AI|US8X|A|0|0|7821|25-FEB-16|COL9DEL|0|1440
5|67333|4001AI|4000145212|2016-02-24|2016-02-24|2016-02-24|3129203742000010|150|Z1BA|Z2|COL|3129203742000010|3750365762000010|UST1|4000145212|150|4001AI|UST1|A|0|0|67441|24-FEB-16|COL9DEL|0|1440
5|20915|4001AI|4000105240|2016-02-26|2016-02-26|2016-02-26|3129202906000150|450|Z1BA|Z2|COL|3129202906000150|3750356496000010|USE1|4000105240|450|4001AI|USE1|A|0|0|20940|26-FEB-16|COL9DEL|0|1440
5|21316|4001AI|4000105240|2016-02-28|2016-02-28|2016-02-28|3129202906000200|450|Z1BA|Z2|COL|3129202906000200|3750368600000010|USE1|4000105240|450|4001AI|USE1|A|0|0|21287|28-FEB-16|COL9DEL|0|1440
5|96673|4001AI|4000105244|2016-02-23|2016-02-23|2016-02-23|3129202738000030|450|Z1BA|Z2|COL|3129202738000030|3750331824000010|UT32|4000105244|450|4001AI|UT32|A|0|0|96826|23-FEB-16|COL9DEL|0|1440
2|126171|4055RUPLUS|4000105309|2016-02-25|2016-02-25|2016-02-25|3019592773000010|570|Z1AA|Z1|CPU|3019592773000010|3657086248000010|4000105309|USPF|570|4055RUPLUS|USPF|A|0|0|126384|25-FEB-16|ISS9DEL|0|1440
2|126169|4055RUPLUS|4000105309|2016-02-23|2016-02-23|2016-02-23|3019592769000010|570|Z1AA|Z1|CPU|3019592769000010|3657086251000010|4000105309|USPF|570|4055RUPLUS|USPF|A|0|0|126382|23-FEB-16|ISS9DEL|0|1440
2|126172|4055RUPLUS|4000105309|2016-02-26|2016-02-26|2016-02-26|3019592774000010|570|Z1AA|Z1|CPU|3019592774000010|3657086261000010|4000105309|USPF|570|4055RUPLUS|USPF|A|0|0|126385|26-FEB-16|ISS9DEL|0|1440
5|107544|4001AI|4000105617|2016-02-23|2016-02-23|2016-02-23|3129203291000010|75|Z1BA|Z2|COL|3129203291000010|3750314185000010|UT44|4000105617|75|4001AI|UT44|A|0|0|107704|23-FEB-16|COL9DEL|0|1440
2|126424|4055RUPLUS|4000107156|2016-02-23|2016-02-23|2016-02-23|3019574868000030|540|Z1AA|Z2|ISS|3019574868000030|3657095514000010|4000107156|USIR|540|4055RUPLUS|USIR|A|0|0|126638|23-FEB-16|ISS9DEL|0|1440
2|126493|4055RUPLUS|4000107736|2016-02-29|2016-02-29|2016-02-29|3019611220000001|480|Z1AA|Z1|CPU|3019611220000001|3657109391000010|4000107736|USB5|480|4055RUPLUS|USB5|A|0|0|126707|29-FEB-16|ISS9DEL|0|1440
5|81627|4001AI|4000089229|2016-02-23|2016-02-23|2016-02-23|3129202612000390|450|Z1BA|Z2|COL|3129202612000390|3750313680000010|USZR|4000089229|450|4001AI|USZR|A|0|0|81747|23-FEB-16|COL9DEL|0|1440
5|81627|4001AI|4000089229|2016-02-23|2016-02-23|2016-02-23|3129202612000410|450|Z1BA|Z2|COL|3129202612000410|3750313738000010|USZR|4000089229|450|4001AI|USZR|A|0|0|81747|23-FEB-16|COL9DEL|0|1440
2|138003|4055RUPLUS|4000183373|2016-02-23|2016-02-23|2016-02-23|3019593570000010|570|Z1AA|Z2|ISS|3019593570000010|3657097456000010|4000183373|USVS|570|4055RUPLUS|USVS|A|0|0|138237|23-FEB-16|ISS9DEL|0|1440
2|138041|4055RUPLUS|4000183524|2016-02-24|2016-02-23|2016-02-24|3019569028000240|570|Z1AA|Z2|ISS|3019569028000240|3657071398000010|4000183524|UT3C|570|4055RUPLUS|UT3C|A|0|0|138275|23-FEB-16|ISS9DEL|1440|1440
2|134580|4055RUPLUS|4000165222|2016-02-24|2016-02-24|2016-02-24|3019568875000280|570|Z1AA|Z2|ISS|3019568875000280|3657095893000010|4000165222|USYZ|570|4055RUPLUS|USYZ|A|0|0|134807|24-FEB-16|ISS9DEL|0|1440
2|134681|4055RUPLUS|4000165645|2016-03-01|2016-03-01|2016-03-01|3019287799000010|570|Z1AA|Z1|CPU|3019287799000010|3656947464000010|4000165645|USA9|570|4055RUPLUS|USA9|A|0|0|134910|01-MAR-16|ISS9DEL|0|1440
2|134683|4055RUPLUS|4000165746|2016-02-23|2016-02-23|2016-02-23|3019398802000100|570|Z1AA|Z2|ISS|3019398802000100|3657072624000010|4000165746|UT73|570|4055RUPLUS|UT73|A|0|0|134912|23-FEB-16|ISS9DEL|0|1440
2|134927|4055RUPLUS|4000166705|2016-02-24|2016-02-24|2016-02-24|3019570078000020|570|Z1AA|Z2|ISS|3019570078000020|3657073159000010|4000166705|US8R|570|4055RUPLUS|US8R|A|0|0|135156|24-FEB-16|ISS9DEL|0|1440
2|134929|4055RUPLUS|4000166705|2016-02-26|2016-02-26|2016-02-26|3019570078000030|570|Z1AA|Z2|ISS|3019570078000030|3657073162000010|4000166705|US8R|570|4055RUPLUS|US8R|A|0|0|135158|26-FEB-16|ISS9DEL|0|1440
2|134965|4055RUPLUS|4000166916|2016-02-23|2016-02-23|2016-02-23|3019584692000010|570|Z1AA|Z2|ISS|3019584692000010|3657084596000010|4000166916|UT52|570|4055RUPLUS|UT52|A|0|0|135194|23-FEB-16|ISS9DEL|0|1440
2|135119|4055RUPLUS|4000167554|2016-02-24|2016-02-24|2016-02-24|3019608908000003|570|Z1AA|Z2|ISS|3019608908000003|3657107808000010|4000167554|USNT|570|4055RUPLUS|USNT|A|0|0|135348|24-FEB-16|ISS9DEL|0|1440
2|135191|4055RUPLUS|4000167728|2016-02-23|2016-02-23|2016-02-23|3019592309000010|540|Z1AA|Z2|ISS|3019592309000010|3657094715000010|4000167728|UT52|540|4055RUPLUS|UT52|A|0|0|135420|23-FEB-16|ISS9DEL|0|1440
5|742|4001AI|4000169010|2016-02-27|2016-02-27|2016-02-27|3129203309000110|450|Z1BA|Z2|COL|3129203309000110|3750368540000010|US2N|4000169010|450|4001AI|US2N|A|0|0|733|27-FEB-16|COL9DEL|0|1440
2|135620|4055RUPLUS|4000170197|2016-02-26|2016-02-26|2016-02-26|3019568910000380|570|Z1AA|Z2|ISS|3019568910000380|3657094730000010|4000170197|UT55|570|4055RUPLUS|UT55|A|0|0|135849|26-FEB-16|ISS9DEL|0|1440
2|135688|4055RUPLUS|4000170505|2016-02-25|2016-02-25|2016-02-25|3019568890000310|570|Z1AA|Z1|CPU|3019568890000310|3657107046000010|4000170505|USQM|570|4055RUPLUS|USQM|A|0|0|135917|25-FEB-16|ISS9DEL|0|1440
5|103767|4001AI|4000170581|2016-02-25|2016-02-25|2016-02-25|3129203012000170|450|Z1BA|Z2|COL|3129203012000170|3750340893000010|UT3V|4000170581|450|4001AI|UT3V|A|0|0|103926|25-FEB-16|COL9DEL|0|1440
2|140891|4055RUPLUS|4000199218|2016-02-29|2016-02-29|2016-02-29|3019564148000004|570|Z1AA|Z2|ISS|3019564148000004|3657061514000010|4000199218|USIR|570|4055RUPLUS|USIR|A|0|0|141127|29-FEB-16|ISS9DEL|0|1440
2|140890|4055RUPLUS|4000199218|2016-02-25|2016-02-25|2016-02-25|3019479895000010|570|Z1AA|Z2|ISS|3019479895000010|3657063281000010|4000199218|USIR|570|4055RUPLUS|USIR|A|0|0|141126|25-FEB-16|ISS9DEL|0|1440
2|141078|4055RUPLUS|4000199681|2016-02-24|2016-02-24|2016-02-24|3019569635000070|570|Z1AA|Z1|CPU|3019569635000070|3657059252000010|4000199681|UT45|570|4055RUPLUS|UT45|A|0|0|141314|24-FEB-16|ISS9DEL|0|1440
2|141660|4055RUPLUS|4000200973|2016-02-25|2016-02-25|2016-02-25|3019583509000010|510|Z1AA|Z2|ISS|3019583509000010|3657097665000010|4000200973|UT33|510|4055RUPLUS|UT33|A|0|0|141897|25-FEB-16|ISS9DEL|0|1440
5|56020|4001AI|4000202517|2016-02-24|2016-02-24|2016-02-24|3129252610000001|450|Z1BA|Z2|COL|3129252610000001|3750373234000010|USMY|4000202517|450|4001AI|USMY|A|0|0|56111|24-FEB-16|COL9DEL|0|1440
2|142797|4055RUPLUS|4000202636|2016-02-24|2016-02-24|2016-02-24|3019569108000450|570|Z1AA|Z2|ISS|3019569108000450|3657102161000010|4000202636|USNT|570|4055RUPLUS|USNT|A|0|0|143035|24-FEB-16|ISS9DEL|0|1440
2|142797|4055RUPLUS|4000202636|2016-02-24|2016-02-24|2016-02-24|3019569108000540|570|Z1AA|Z2|ISS|3019569108000540|3657102168000010|4000202636|USNT|570|4055RUPLUS|USNT|A|0|0|143035|24-FEB-16|ISS9DEL|0|1440
5|114196|4001AI|4000202723|2016-02-24|2016-02-24|2016-02-24|3129204167000060|450|Z1BA|Z2|COL|3129204167000060|3750329815000010|UT76|4000202723|450|4001AI|UT76|A|0|0|114363|24-FEB-16|COL9DEL|0|1440
5|114200|4001AI|4000202723|2016-02-25|2016-02-25|2016-02-25|3129204167000080|450|Z1BA|Z2|COL|3129204167000080|3750340852000010|UT76|4000202723|450|4001AI|UT76|A|0|0|114368|25-FEB-16|COL9DEL|0|1440
5|29622|4001AI|4000202921|2016-02-26|2016-02-26|2016-02-26|3129203148000160|450|Z1BA|Z2|COL|3129203148000160|3750356377000010|USG8|4000202921|450|4001AI|USG8|A|0|0|29648|26-FEB-16|COL9DEL|0|1440
5|20869|4001AI|4000202933|2016-02-23|2016-02-23|2016-02-23|3129203794000020|450|Z1BA|Z2|COL|3129203794000020|3750313719000010|USE1|4000202933|450|4001AI|USE1|A|0|0|20895|23-FEB-16|COL9DEL|0|1440
2|143540|4055RUPLUS|4000205242|2016-02-23|2016-02-23|2016-02-23|3019584073000001|570|Z1AA|Z2|ISS|3019584073000001|3657090123000010|4000205242|UT2J|570|4055RUPLUS|UT2J|A|0|0|143779|23-FEB-16|ISS9DEL|0|1440
2|143717|4055RUPLUS|4000206098|2016-02-25|2016-02-25|2016-02-25|3019609120000010|570|Z1AA|Z1|CPU|3019609120000010|3657106803000010|4000206098|USGA|570|4055RUPLUS|USGA|A|0|0|143956|25-FEB-16|ISS9DEL|0|1440
2|143793|4055RUPLUS|4000206374|2016-02-25|2016-02-25|2016-02-25|3019569143000110|570|Z1AA|Z2|ISS|3019569143000110|3657107390000010|4000206374|USIE|570|4055RUPLUS|USIE|A|0|0|144032|25-FEB-16|ISS9DEL|0|1440
2|143794|4055RUPLUS|4000206374|2016-02-26|2016-02-26|2016-02-26|3019569143000120|570|Z1AA|Z2|ISS|3019569143000120|3657107392000010|4000206374|USIE|570|4055RUPLUS|USIE|A|0|0|144034|26-FEB-16|ISS9DEL|0|1440
2|138404|4055RUPLUS|4000185609|2016-02-24|2016-02-24|2016-02-24|3019582428000010|570|Z1AA|Z2|ISS|3019582428000010|3657101955000010|4000185609|UT43|570|4055RUPLUS|UT43|A|0|0|138638|24-FEB-16|ISS9DEL|0|1440
2|138724|4055RUPLUS|4000187783|2016-02-23|2016-02-23|2016-02-23|3019601294000010|300|Z1AA|Z1|CPU|3019601294000010|3657097876000010|4000187783|USQ4|300|4055RUPLUS|USQ4|A|0|0|138958|23-FEB-16|ISS9DEL|0|1440
2|138818|4055RUPLUS|4000188629|2016-02-24|2016-02-24|2016-02-24|3019593674000010|570|Z1AA|Z2|ISS|3019593674000010|3657102253000010|4000188629|USHD|570|4055RUPLUS|USHD|A|0|0|139052|24-FEB-16|ISS9DEL|0|1440
5|41471|4001AI|4000189406|2016-02-26|2016-02-26|2016-02-26|3129203083000140|450|Z1BA|Z2|COL|3129203083000140|3750356360000010|USIQ|4000189406|450|4001AI|USIQ|A|0|0|41545|26-FEB-16|COL9DEL|0|1440
5|41471|4001AI|4000189406|2016-02-26|2016-02-26|2016-02-26|3129203083000150|450|Z1BA|Z2|COL|3129203083000150|3750356393000010|USIQ|4000189406|450|4001AI|USIQ|A|0|0|41545|26-FEB-16|COL9DEL|0|1440
5|41471|4001AI|4000189406|2016-02-26|2016-02-26|2016-02-26|3129203083000480|450|Z1BA|Z2|COL|3129203083000480|3750356448000010|USIQ|4000189406|450|4001AI|USIQ|A|0|0|41545|26-FEB-16|COL9DEL|0|1440
5|41490|4001AI|4000189406|2016-02-27|2016-02-27|2016-02-27|3129203083000510|450|Z1BA|Z2|COL|3129203083000510|3750368582000010|USIQ|4000189406|450|4001AI|USIQ|A|0|0|41547|27-FEB-16|COL9DEL|0|1440
0|0|4055RUPLUS|4000189709|2016-02-23|2016-02-26|2016-02-26|3019566080000010|570|Z1AA|Z2|ISS|3019566080000010|3657090200000010|4000189709|USYH|570|4055RUPLUS||A|0|0|0||UNMET|0|0
0|0|4055RUPLUS|4000189742|2016-02-23|2016-02-23|2016-02-23|3019569304000220|570|Z1AA|Z2|ISS|3019569304000220|3657097509000010|4000189742|USYA|570|4055RUPLUS||A|0|0|0||UNMET|0|0
2|138999|4055RUPLUS|4000189742|2016-02-25|2016-02-25|2016-02-25|3019607956000003|570|Z1AA|Z2|ISS|3019607956000003|3657106834000010|4000189742|USYX|570|4055RUPLUS|USYX|A|0|0|139233|25-FEB-16|ISS9DEL|0|1440
2|139032|4055RUPLUS|4000189926|2016-02-25|2016-02-25|2016-02-25|3019569796000190|570|Z1AA|Z2|ISS|3019569796000190|3657073117000010|4000189926|USGA|570|4055RUPLUS|USGA|A|0|0|139266|25-FEB-16|ISS9DEL|0|1440
2|139033|4055RUPLUS|4000189926|2016-02-26|2016-02-26|2016-02-26|3019569796000230|570|Z1AA|Z2|ISS|3019569796000230|3657073122000010|4000189926|USGA|570|4055RUPLUS|USGA|A|0|0|139267|26-FEB-16|ISS9DEL|0|1440
5|13293|4001AI|4000190702|2016-02-23|2016-02-23|2016-02-23|3129248255000010|450|Z1BA|Z2|COL|3129248255000010|3750368554000010|USA4|4000190702|450|4001AI|USA4|A|0|0|13310|23-FEB-16|COL9DEL|0|1440
2|184630|4055RUPLUSPS|4000190714|2016-02-25|2016-02-24|2016-02-25|3019574675000010|540|Z1AA|Z2|ISS|3019574675000010|3657074872000010|4000190714|USYH|540|4055RUPLUSPS|USYH|A|0|0|184926|24-FEB-16|ISS9DEL|1440|1440
2|139230|4055RUPLUS|4000190949|2016-02-23|2016-02-23|2016-02-23|3019601024000010|200|Z1AA|Z2|ISS|3019601024000010|3657097497000010|4000190949|UT2J|200|4055RUPLUS|UT2J|A|0|0|139464|23-FEB-16|ISS9DEL|0|1440
2|139971|4055RUPLUS|4000195371|2016-02-23|2016-02-23|2016-02-23|3019539083000010|380|Z1AA|Z2|ISS|3019539083000010|3657084481000010|4000195371|US8X|380|4055RUPLUS|US8X|A|0|0|140207|23-FEB-16|ISS9DEL|0|1440
2|184680|4055RUPLUSPS|4000195760|2016-02-26|2016-02-26|2016-02-26|3019569265000010|540|Z1AA|Z2|ISS|3019569265000010|3657064535000010|4000195760|US6T|540|4055RUPLUSPS|US6T|A|0|0|184976|26-FEB-16|ISS9DEL|0|1440
5|16640|4001AI|4000196323|2016-02-24|2016-02-24|2016-02-24|3129251787000001|450|Z1BA|Z2|COL|3129251787000001|3750372579000010|USA8|4000196323|450|4001AI|USA8|A|0|0|16658|24-FEB-16|COL9DEL|0|1440
2|140195|4055RUPLUS|4000196427|2016-02-24|2016-02-24|2016-02-24|3019569168000020|570|Z1AA|Z2|ISS|3019569168000020|3657101893000010|4000196427|USKZ|570|4055RUPLUS|USKZ|A|0|0|140431|24-FEB-16|ISS9DEL|0|1440
2|140418|4055RUPLUS|4000197377|2016-02-23|2016-02-23|2016-02-23|3019589912000010|570|Z1AA|Z2|ISS|3019589912000010|3657084504000010|4000197377|USOR|570|4055RUPLUS|USOR|A|0|0|140654|23-FEB-16|ISS9DEL|0|1440
2|140420|4055RUPLUS|4000197377|2016-02-25|2016-02-25|2016-02-25|3019590734000010|570|Z1AA|Z2|ISS|3019590734000010|3657106494000010|4000197377|USOR|570|4055RUPLUS|USOR|A|0|0|140656|25-FEB-16|ISS9DEL|0|1440
2|140596|4055RUPLUS|4000198113|2016-02-24|2016-02-24|2016-02-24|3019539232000010|570|Z1AA|Z2|ISS|3019539232000010|3657097175000010|4000198113|USYZ|570|4055RUPLUS|USYZ|A|0|0|140832|24-FEB-16|ISS9DEL|0|1440
2|184717|4055RUPLUSPS|4000198173|2016-02-23|2016-02-23|2016-02-23|3019575232000001|570|Z1AA|Z1|CPU|3019575232000001|3657063822000010|4000198173|USRN|570|4055RUPLUSPS|USRN|A|0|0|185013|23-FEB-16|ISS9DEL|0|1440
2|145854|4055RUPLUS|4000215856|2016-02-23|2016-02-23|2016-02-23|3019532968000010|540|Z1AA|Z2|ISS|3019532968000010|3657089541000010|4000215856|US8Z|540|4055RUPLUS|US8Z|A|0|0|146095|23-FEB-16|ISS9DEL|0|1440
5|65787|4001AI|4000217103|2016-02-25|2016-02-25|2016-02-25|3129241557000010|450|Z1BA|Z2|COL|3129241557000010|3750368615000010|USQM|4000217103|450|4001AI|USQM|A|0|0|65891|25-FEB-16|COL9DEL|0|1440
2|146678|4055RUPLUS|4000219786|2016-02-24|2016-02-24|2016-02-24|3019569763000030|570|Z1AA|Z2|ISS|3019569763000030|3657073174000010|4000219786|USGA|570|4055RUPLUS|USGA|A|0|0|146919|24-FEB-16|ISS9DEL|0|1440
2|146680|4055RUPLUS|4000219786|2016-02-26|2016-02-26|2016-02-26|3019569763000050|570|Z1AA|Z2|ISS|3019569763000050|3657073177000010|4000219786|USGA|570|4055RUPLUS|USGA|A|0|0|146921|26-FEB-16|ISS9DEL|0|1440
2|146765|4055RUPLUS|4000220148|2016-02-25|2016-02-25|2016-02-25|3019569567000040|570|Z1AA|Z1|CPU|3019569567000040|3657059250000010|4000220148|USE1|570|4055RUPLUS|USE1|A|0|0|147006|25-FEB-16|ISS9DEL|0|1440
0|0|4001AI|4000221215|2016-02-23|2016-02-23|2016-02-23|3129239439000003|450|Z1BA|Z2|COL|3129239439000003|3750358305000010|USYF|4000221215|450|4001AI||A|0|0|0||UNMET|0|0
2|147129|4055RUPLUS|4000221843|2016-02-24|2016-02-24|2016-02-24|3019609422000010|330|Z1AA|Z1|CPU|3019609422000010|3657106821000010|4000221843|UT2J|330|4055RUPLUS|UT2J|A|0|0|147370|24-FEB-16|ISS9DEL|0|1440
